title,artist,msg_id,from_peer 
wake up alone,the chainsmokers,9567,342768303
honest,the chainsmokers,9568,342768303
paris,the chainsmokers,9569,342768303
it won't kill ya,the chainsmokers,9570,342768303
my type,the chainsmokers,9571,342768303
something just like this,the chainsmokers,9572,342768303
don't say,the chainsmokers,9573,342768303
bloodstream,the chainsmokers,9574,342768303
break up every night,the chainsmokers,9575,342768303
the one,the chainsmokers,9576,342768303
don't let me down (dom da bomb & electric bodega remix),the chainsmokers,9577,342768303
don't let me down (ricky remedy remix),the chainsmokers,9578,342768303
don't let me down (ephwurd remix),the chainsmokers,9579,342768303
don't let me down (zomboy remix),the chainsmokers,9580,342768303
don't let me down (illenium remix),the chainsmokers,9581,342768303
don't let me down (w&w remix),the chainsmokers,9582,342768303
don't let me down (hardwell & sephyx remix),the chainsmokers,9583,342768303
don't let me down (feat. daya),the chainsmokers,9584,342768303
inside out (dubvision remix),the chainsmokers,9585,342768303
inside out (feat. charlee),the chainsmokers,9586,342768303
closer (robotaki remix),the chainsmokers,9587,342768303
closer (armnhmr remix),the chainsmokers,9588,342768303
closer (wuki remix),the chainsmokers,9589,342768303
closer (t-mass remix),the chainsmokers,9590,342768303
closer (shaun frank remix),the chainsmokers,9591,342768303
closer (r3hab remix),the chainsmokers,9592,342768303
closer (feat. halsey),the chainsmokers,9593,342768303
all we know (feat. phoebe ryan) [oliver heldens remix],the chainsmokers,9594,342768303
all we know (feat. phoebe ryan),the chainsmokers,9595,342768303
setting fires (boxinlion remix),the chainsmokers,9596,342768303
setting fires (qulinez remix),the chainsmokers,9597,342768303
setting fires (vanic remix),the chainsmokers,9598,342768303
setting fires (sigma remix),the chainsmokers,9599,342768303
setting fires (blasterjaxx remix),the chainsmokers,9600,342768303
setting fires (vanic remix),the chainsmokers,9601,342768303
setting fires (sigma remix),the chainsmokers,9602,342768303
setting fires (blasterjaxx remix),the chainsmokers,9603,342768303
don't let me down feat. daya,the chainsmokers,9604,342768303
inside out feat. charlee,the chainsmokers,9605,342768303
closer feat. halsey,the chainsmokers,9606,342768303
all we know feat. phoebe ryan,the chainsmokers,9607,342768303
setting fires feat. xylø,the chainsmokers,9608,342768303
good intentions (speaker of the house remix),the chainsmokers,9609,342768303
good intentions (dallask remix),the chainsmokers,9610,342768303
good intentions (unlike pluto remix),the chainsmokers,9611,342768303
good intentions,the chainsmokers,9612,342768303
until you were gone (reez remix),the chainsmokers,9613,342768303
until you were gone (skrux & saturn remix),the chainsmokers,9614,342768303
until you were gone (boehm remix),the chainsmokers,9615,342768303
new york city (dash berlin remix),the chainsmokers,9616,342768303
roses (lookas remix),the chainsmokers,9617,342768303
roses (loosid remix),the chainsmokers,9618,342768303
roses (king arthur remix),the chainsmokers,9619,342768303
roses (zaxx remix),the chainsmokers,9620,342768303
roses (the him remix),the chainsmokers,9621,342768303
roses (vinicio olivier remix),the chainsmokers,9622,342768303
roses (ft. rozes),the chainsmokers,9623,342768303
good intentions,the chainsmokers,9624,342768303
waterbed,the chainsmokers,9625,342768303
until you were gone,the chainsmokers,9626,342768303
new york city,the chainsmokers,9627,342768303
roses,the chainsmokers,9628,342768303
split (only u),tiësto & the chainsmokers,9629,342768303
let you go (a-trak remix),the chainsmokers,9630,342768303
let you go (mix show edit),the chainsmokers,9631,342768303
let you go (radio edit),the chainsmokers,9632,342768303
kanye (reece low remix),the chainsmokers,9633,342768303
kanye (riggi & piros remix),the chainsmokers,9634,342768303
kanye (steve aoki & twoloud remix),the chainsmokers,9635,342768303
kanye (chardy remix),the chainsmokers,9636,342768303
kanye (ookay remix),the chainsmokers,9637,342768303
kanye (don diablo remix),the chainsmokers,9638,342768303
kanye,the chainsmokers,9639,342768303
#selfie (caked up remix),the chainsmokers,9640,342768303
#selfie (botnek remix),the chainsmokers,9641,342768303
#selfie (will sparks remix),the chainsmokers,9642,342768303
#selfie (instrumental mix),the chainsmokers,9643,342768303
#selfie (club mix),the chainsmokers,9644,342768303
#selfie,the chainsmokers,9645,342768303
the rookie,the chainsmokers,9646,342768303
good life,izzy,9647,342768303
kjm,tory lanez,9648,342768303
s.w.i.n.g,"tory lanez, pnb rock, trey songz",9649,342768303
keep in touch,"tory lanez, bryson tiller",9650,342768303
miami,"tory lanez, gunna",9651,342768303
you thought wrong,tory lanez,9652,342768303
the run off,tory lanez,9653,342768303
cut me off,"tory lanez, nav",9654,342768303
ferris wheel,"tory lanez, trippie redd",9655,342768303
if it ain't right,"tory lanez, a boogie wit da hoodie",9656,342768303
flexible,"tory lanez, chris brown, lil baby",9657,342768303
talk to me,"tory lanez, rich the kid",9658,342768303
drip drip drip,"tory lanez, meek mill",9659,342768303
duck my ex,"tory lanez, chris brown, 2 chainz",9660,342768303
she told me,tory lanez,9661,342768303
why don't you love me?,tory lanez,9662,342768303
freaky,tory lanez,9663,342768303
broke leg,"tory lanez, quavo, tyga",9664,342768303
touch it (final fantasy: brave exvius remix),ariana grande,9665,342768303
hand of god (outro),jon bellion,9666,342768303
guillotine,jon bellion,9667,342768303
irobot,jon bellion,9668,342768303
morning in america,jon bellion,9669,342768303
the good in me,jon bellion,9670,342768303
weight of the world,jon bellion,9671,342768303
overwhelming,jon bellion,9672,342768303
woke the f*ck up,jon bellion,9673,342768303
maybe idk,jon bellion,9674,342768303
fashion,jon bellion,9675,342768303
new york soul (pt. ii),jon bellion,9676,342768303
all time low,jon bellion,9677,342768303
80's films,jon bellion,9678,342768303
he is the same,jon bellion,9679,342768303
spicy (feat. diplo & charli xcx),herve pagez,9680,342768303
playa grande,sofi tukker & bomba estéreo,9681,342768303
latina (feat. maluma),reykon,9682,342768303
love thru the computer (feat. justin bieber),gucci mane,9683,342768303
press,cardi b,9684,342768303
i don't care (acoustic),ed sheeran,9685,342768303
the search,nf,9686,342768303
sad forever,lauv,9687,342768303
let me go,adam&steve & gnash,9688,342768303
ice cream,mika,9689,342768303
aute cuture,rosalía,9690,342768303
17,zhavia ward,9691,342768303
chariot (feat. meek mill & young thug & lil durk) ,calboy,9692,342768303
find u again (feat. camila cabello),mark ronson,9693,342768303
never really over,katy perry,9694,342768303
all about you (feat. mull),joe stone,9695,342768303
shallow,pentatonix,9696,342768303
"good to be bad (from ""descendants 3"")",various artists,9697,342768303
summer air (feat. trevor guthrie),hardwell,9698,342768303
we need love (from songland),john legend,9699,342768303
bad liar (stripped),imagine dragons,9700,342768303
bad liar (stripped),imagine dragons,9701,342768303
the most,miley cyrus,9702,342768303
party up the street (feat. swae lee & mike will made-it),miley cyrus,9703,342768303
cattitude (feat. rupaul),miley cyrus,9704,342768303
d.r.e.a.m. (feat. ghostface killah),miley cyrus,9705,342768303
unholy,miley cyrus,9706,342768303
mother's daughter,miley cyrus,9707,342768303
let you,cheryl,9708,342768303
glad he's gone,tove lo,9709,342768303
el diablo,machine gun kelly,9710,342768303
call you mine (feat. bebe rexha),the chainsmokers,9711,342768303
ritual,"tiësto, jonas blue & rita ora ",9712,342768303
in my head (feat. ty dolla $ign & serayah),taylor bennett,9713,342768303
lotta dem,bhad bhabie,9714,342768303
like that,xxxtentacion,9715,342768303
do me,kim petras,9716,342768303
under enemy arms,trippie redd,9717,342768303
wish you well,sigala & becky hill,9718,342768303
me,clc,9719,342768303
pull up (feat. lil uzi vert & ynw melly),lil keed,9720,342768303
foreign sheets (feat. lil keed & lil yachty),nessly,9721,342768303
cold water (feat. ed sheeran),major lazer,9722,342768303
scary mask (feat. fever 333),poppy,9723,342768303
telling it like it is,dua lipa,9724,342768303
favorite problem,dua lipa,9725,342768303
mi gente (feat. willy william),j balvin,9726,342768303
it ain't me (feat. selena gomez),kygo,9727,342768303
perfect,ed sheeran,9728,342768303
look what you made me do,taylor swift,9729,342768303
feel it still,portugal. the man,9730,342768303
believer,imagine dragons,9731,342768303
mask off,future,9732,342768303
bad and boujee (feat. lil uzi vert),migos,9733,342768303
xo tour llif3,lil uzi vert,9734,342768303
thunder,imagine dragons,9735,342768303
unforgettable (feat. swae lee),french montana,9736,342768303
wild thoughts (feat. rihanna & bryson),dj khaled,9737,342768303
"i'm the one (feat. justin bieber, quavo, chance the rapper & lil…",dj khaled,9738,342768303
passionfruit,drake,9739,342768303
strip that down (feat. quavo),liam payne,9740,342768303
boys,charli xcx,9741,342768303
chained to the rhythm (feat. skip marley),katy perry,9742,342768303
"feels (feat. pharrell williams, katy perry & big sean)",calvin harris,9743,342768303
slow hands,niall horan,9744,342768303
stay (feat. alessia cara),zedd,9745,342768303
castle on the hill,ed sheeran,9746,342768303
issues,julia michaels,9747,342768303
1-800-273-8255 (feat. alessia cara & khalid),logic,9748,342768303
green light,lorde,9749,342768303
what lovers do (feat. sza),maroon 5,9750,342768303
i don’t wanna live forever (fifty shades darker),zayn,9751,342768303
bad liar,selena gomez,9752,342768303
sorry not sorry,demi lovato,9753,342768303
dna.,kendrick lamar,9754,342768303
bad things,machine gun kelly & camila cabello,9755,342768303
tunnel vision,kodak black,9756,342768303
praying,kesha,9757,342768303
swalla (feat. nicki minaj & ty dolla $ign),jason derulo,9758,342768303
bank account,21 savage,9759,342768303
what about us,p!nk,9760,342768303
in case you didn't know,brett young,9761,342768303
meant to be (feat. florida georgia line),bebe rexha,9762,342768303
no promises (feat. demi lovato),cheat codes,9763,342768303
rake it up (feat. nicki minaj),yo gotti,9764,342768303
the weekend,sza,9765,342768303
chanel,frank ocean,9766,342768303
don't wanna know (feat. kendrick lamar),maroon 5,9767,342768303
bodak yellow,cardi b,9768,342768303
humble.,kendrick lamar,9769,342768303
shape of you,ed sheeran,9770,342768303
you make me feel,shawn mendes,9771,342768303
the only reason i came to the party,shawn mendes,9772,342768303
love me or leave me,shawn mendes,9773,342768303
cold in california (demo),shawn mendes,9774,342768303
don't speak your language,shawn mendes,9775,342768303
sure of myself,shawn mendes,9776,342768303
what if i told you a story,shawn mendes,9777,342768303
made it,lil uzi vert,9778,342768303
freaky,trey songz & fabolous,9779,342768303
feel up ,pia mia & offset,9780,342768303
rather be (feat. jess glynne),clean bandit,9781,342768303
2 phones,kevin gates,9782,342768303
na na,trey songz,9783,342768303
best day of my life,american authors,9784,342768303
too good at goodbyes,sam smith,9785,342768303
"love me like you do (from ""fifty shades of grey"")",ellie goulding,9786,342768303
break free,ariana grande,9787,342768303
anaconda,nicki minaj,9788,342768303
stay with me,sam smith,9789,342768303
uptown funk,mark ronson,9790,342768303
want to want me,jason derulo,9791,342768303
bad blood,taylor swift,9792,342768303
lean on (feat. mø & dj snake),major lazer,9793,342768303
"earned it (fifty shades of grey) (from the ""fifty shades of grey""…",the weeknd,9794,342768303
good for you,selena gomez,9795,342768303
watch me (whip / nae nae),silento,9796,342768303
here,alessia cara,9797,342768303
cheerleader,omi,9798,342768303
i don't fuck with you,big sean,9799,342768303
like i'm gonna lose you,meghan trainor,9800,342768303
here,alessia cara,9801,342768303
cheerleader,omi,9802,342768303
i don't fuck with you,big sean,9803,342768303
like i'm gonna lose you,meghan trainor,9804,342768303
classic man,jidenna,9805,342768303
renegades,x ambassadors,9806,342768303
lips are movin,meghan trainor,9807,342768303
all eyes on you (feat. chris brown & nicki minaj),meek mill,9808,342768303
drag me down,one direction,9809,342768303
ex's & oh's,elle king,9810,342768303
stressed out,twenty one pilots,9811,342768303
don't be so hard on yourself,jess glynne,9812,342768303
